indx,N,Category,Start,Click,End,Descriptors,Des_1,Des_2,Des_3,Des_4,Des_5,Des_6
873,2.0,L Grounded Pass,46:17:01,46:19:01,46:20:01,,B3,f10,B5,i7,,
874,14.0,R Grounded Pass,46:17:21,46:19:21,46:20:21,,B5,i7,B4,f7,,
875,3.0,L Grounded Pass,46:19:05,46:21:05,46:22:05,,B4,f7,B5,g2,Through Ball,
876,1.0,L Goal,46:20:02,46:22:02,46:23:02,,B5,g2,s22,HLs,,
877,3.0,R Unsucc Pass,46:31:15,46:33:15,46:34:15,,G4,g2,TG,b10,,
878,4.0,L Grounded Pass,46:44:06,46:46:06,46:47:06,,B3,i10,B5,i6,,
879,15.0,R Grounded Pass,46:47:04,46:49:04,46:50:04,,B5,i6,TB,a5,,
880,16.0,R Grounded Pass,46:47:24,46:49:24,46:50:24,,TB,a4,B4,e2,,
881,3.0,R Shot On,46:48:24,46:50:24,46:51:24,,B4,e2,s16,,,
882,2.0,R Goal,46:50:07,46:52:07,46:53:07,,B4,e2,s17,Big Chance,,
883,5.0,L Grounded Pass,47:06:11,47:08:11,47:09:11,,TG,h4,G4,f2,,
884,17.0,R Grounded Pass,47:07:17,47:09:17,47:10:17,,G4,f2,TG,h3,,
885,2.0,R Aerial Pass,47:23:00,47:25:00,47:26:00,,B3,f10,B4,b2,,
886,18.0,R Grounded Pass,47:29:04,47:31:04,47:32:04,,B5,a8,B3,f9,,
887,3.0,R Aerial Pass,47:29:22,47:31:22,47:32:22,,B3,f8,B4,c4,,
888,6.0,L Grounded Pass,47:39:00,47:41:00,47:42:00,,B3,a12,TB,e12,,
889,4.0,R Aerial Pass,47:44:08,47:46:08,47:47:08,,TB,e12,B4,e3,,
890,19.0,R Grounded Pass,47:47:13,47:49:13,47:50:13,,B4,f4,B5,a4,,
891,2.0,L Shot On,47:50:07,47:52:07,47:53:07,,B5,c4,s12,,,
892,20.0,R Grounded Pass,48:04:21,48:06:21,48:07:21,,TB,i8,B4,e3,,
893,4.0,R Shot On,48:07:12,48:09:12,48:10:12,,B4,d3,s10,HLs,,
894,21.0,R Grounded Pass,48:09:21,48:11:21,48:12:21,,G4,d2,TG,a6,,
895,22.0,R Grounded Pass,48:38:16,48:40:16,48:41:16,,TB,h3,B4,g7,,
896,23.0,R Grounded Pass,48:39:12,48:41:12,48:42:12,,B4,g7,B5,b4,,
897,4.0,R Unsucc Pass,48:52:20,48:54:20,48:55:20,,B4,a9,TB,f2,,
898,24.0,R Grounded Pass,49:05:12,49:07:12,49:08:12,,G4,e1,TG,c3,,
899,25.0,R Grounded Pass,49:25:16,49:27:16,49:28:16,,B4,e7,B3,c10,,
900,7.0,L Grounded Pass,49:26:20,49:28:20,49:29:20,,B3,c10,B4,e7,,
901,5.0,R Shot On,49:33:15,49:35:15,49:36:15,,B4,e6,s16,,,
902,6.0,R Shot On,49:35:22,49:37:22,49:38:22,,B5,e3,s16,Big Chance,,
903,26.0,R Grounded Pass,49:41:01,49:43:01,49:44:01,,TB,h3,B4,c4,,
904,27.0,R Grounded Pass,49:52:00,49:54:00,49:55:00,,TB,e12,B3,f11,,
905,5.0,R Unsucc Pass,49:53:21,49:55:21,49:56:21,,B3,f11,TB,g2,,
906,2.0,L Unsucc Pass,50:15:06,50:17:06,50:18:06,,G1,d9,TG,b12,,
907,7.0,R Shot On,50:25:01,50:27:01,50:28:01,,B4,c4,s16,,,
908,28.0,R Grounded Pass,50:38:18,50:40:18,50:41:18,,TB,h8,B4,c4,,
909,5.0,R Aerial Pass,50:40:00,50:42:00,50:43:00,,B4,c4,TB,g2,HLs,
910,3.0,L Shot On,50:40:17,50:42:17,50:43:17,,TB,g2,s10,,,
911,29.0,R Grounded Pass,50:49:12,50:51:12,50:52:12,,TB,e10,B4,c3,,
912,8.0,L Grounded Pass,50:51:04,50:53:04,50:54:04,,B4,d3,TB,f2,,
913,3.0,R Goal,50:51:20,50:53:20,50:56:02,,TB,f2,s10,Big Chance,Tap In,
914,30.0,R Grounded Pass,51:24:06,51:26:06,51:27:06,,G1,e8,TG,f11,,
915,9.0,L Grounded Pass,52:01:06,52:03:06,52:04:06,,B4,g10,B3,d10,,
916,31.0,R Grounded Pass,52:03:20,52:05:20,52:06:20,,B3,d10,B4,g9,,
917,32.0,R Grounded Pass,52:08:06,52:10:06,52:11:06,,B4,f9,B5,d4,,
918,33.0,R Grounded Pass,52:16:04,52:18:04,52:19:04,,B4,g10,TB,e6,,
919,34.0,R Grounded Pass,52:18:06,52:20:06,52:21:06,,TB,e6,B4,g5,,
920,35.0,R Grounded Pass,52:22:12,52:24:12,52:25:12,,B4,e5,TB,b4,,
921,10.0,L Grounded Pass,52:24:14,52:26:14,52:27:14,,TB,b4,B4,c4,,
922,11.0,L Grounded Pass,52:25:21,52:27:21,52:28:21,,B4,d4,TB,c2,,
923,3.0,L Unsucc Pass,52:26:17,52:28:17,52:29:17,,TB,b2,B4,f2,,
924,36.0,R Grounded Pass,52:37:02,52:39:02,52:40:02,,G1,h6,G4,h10,,
925,6.0,R Unsucc Pass,52:39:09,52:41:09,52:42:09,,G4,h10,TG,c9,,
926,37.0,R Grounded Pass,52:42:09,52:44:09,52:45:09,,TB,e11,B4,f3,,
927,38.0,R Grounded Pass,52:44:11,52:46:11,52:47:11,,B4,f3,TB,a3,,
928,39.0,R Grounded Pass,52:47:23,52:49:23,52:50:23,,TB,b2,B4,g3,,
929,4.0,R Goal,52:48:09,52:50:09,52:51:09,,B4,g3,s20,,,
930,40.0,R Grounded Pass,53:01:02,53:03:02,53:04:02,,G4,h3,TG,e3,,
931,7.0,R Unsucc Pass,53:01:03,53:03:03,53:04:03,,TG,e3,G4,h4,,
932,41.0,R Grounded Pass,53:06:01,53:08:01,53:09:01,,B3,g9,B5,c8,,
933,42.0,R Grounded Pass,53:06:20,53:08:20,53:09:20,,B5,c9,B4,e4,,
934,8.0,R Shot On,53:10:14,53:12:14,53:13:14,,B4,d3,s16,HLs,,
935,43.0,R Grounded Pass,53:27:10,53:29:10,53:30:10,,B4,c5,TB,f2,,
936,44.0,R Grounded Pass,53:33:00,53:35:00,53:36:00,,TG,f6,G4,i10,,
937,9.0,R Shot On,53:35:02,53:37:02,53:38:02,,G4,g10,s16,,,
938,45.0,R Grounded Pass,53:45:24,53:47:24,53:48:24,,TG,b5,G4,g10,,
939,46.0,R Grounded Pass,53:48:11,53:50:11,53:51:11,,G4,g10,TG,e10,,
940,47.0,R Grounded Pass,53:50:14,53:52:14,53:53:14,,G1,e10,TG,b11,,
941,10.0,R Shot On,54:05:00,54:07:00,54:08:00,,B5,d5,s24,HLs,,
942,48.0,R Grounded Pass,54:16:05,54:18:05,54:19:05,,G4,g3,TG,i7,,
943,49.0,R Grounded Pass,54:27:06,54:29:06,54:30:06,,TB,e12,B5,a7,,
944,50.0,R Grounded Pass,54:31:01,54:33:01,54:34:01,,B5,a6,TB,i7,,
945,51.0,R Grounded Pass,54:35:17,54:37:17,54:38:17,,TB,i7,B3,e8,,
946,4.0,L Unsucc Pass,54:37:05,54:39:05,54:40:05,,B3,e8,B4,g3,,
947,5.0,R Goal,54:48:14,54:50:14,54:51:14,,G1,e8,s13,,,
948,11.0,R Shot On,54:53:21,54:55:21,54:56:21,,G4,f10,s15,,,
949,52.0,R Grounded Pass,55:06:12,55:08:12,55:09:12,,TB,h6,B4,a1,,
950,2.0,R Shot Wide,55:07:08,55:09:08,55:10:08,,B4,a2,OT 3,,,
951,53.0,R Grounded Pass,55:11:06,55:13:06,55:14:06,,TG,f2,G4,f6,,
952,54.0,R Grounded Pass,55:13:22,55:15:22,55:16:22,,G4,e9,TG,c9,,
953,55.0,R Grounded Pass,55:15:00,55:17:00,55:18:00,,TG,c10,G4,f11,,
954,6.0,R Goal,55:15:11,55:17:11,55:18:11,,G4,f11,s6,Tap In,Big Chance,
955,56.0,R Grounded Pass,55:24:05,55:26:05,55:27:05,,B4,c8,TB,f2,Through Ball,
956,3.0,R Shot Wide,55:24:06,55:26:06,55:27:06,,TB,f2,OT 1,,,
957,57.0,R Grounded Pass,55:34:08,55:36:08,55:37:08,,TB,e12,B4,h4,,
958,12.0,L Grounded Pass,55:44:02,55:46:02,55:47:02,,TG,f5,G4,i10,,
959,58.0,R Grounded Pass,55:54:12,55:56:12,55:57:12,,TB,e11,B5,g10,,
960,59.0,R Grounded Pass,55:59:18,56:01:18,56:02:18,,B5,b9,B3,b10,,
961,8.0,R Unsucc Pass,56:00:16,56:02:16,56:03:16,,B3,b10,B4,g2,,
962,7.0,R Goal,56:04:04,56:06:04,56:07:04,,G5,f9,s18,,,
963,6.0,R Aerial Pass,56:11:16,56:13:16,56:14:19,,B3,f10,B5,c2,Through Ball,
964,4.0,L Shot On,56:12:19,56:14:19,56:15:19,,B5,c2,s3,,,
965,60.0,R Grounded Pass,56:16:16,56:18:16,56:19:16,,TG,b4,G4,h8,,
966,12.0,R Shot On,56:19:10,56:21:10,56:22:10,,G4,g9,s10,,,
967,61.0,R Grounded Pass,56:22:00,56:24:00,56:25:00,,G4,g9,TG,e8,,
968,9.0,R Unsucc Pass,56:27:13,56:29:13,56:30:13,,B4,d7,TB,h1,,
969,62.0,R Grounded Pass,56:34:17,56:36:17,56:37:17,,TG,c3,G4,e8,,
970,63.0,R Grounded Pass,56:41:20,56:43:20,56:44:20,,B3,d6,B4,f2,,
971,64.0,R Grounded Pass,56:43:04,56:45:04,56:46:04,,B4,f2,B3,d3,,
972,5.0,L Shot On,56:44:16,56:46:16,56:47:16,,B3,d3,s2,,,
973,65.0,R Grounded Pass,57:12:06,57:14:06,57:15:06,,G4,g4,TG,h10,,
974,66.0,R Grounded Pass,57:29:05,57:31:05,57:32:05,,B4,c3,TB,f3,,
975,4.0,R Shot Wide,57:30:14,57:32:14,57:33:14,,TB,f3,OT 5,,,
976,13.0,L Grounded Pass,57:43:18,57:45:18,57:46:18,,B3,i8,TB,h3,,
977,13.0,R Shot On,57:45:09,57:47:09,57:48:09,,TB,h3,s10,,,
978,67.0,R Grounded Pass,57:53:11,57:55:11,57:56:11,,B5,a9,TB,i4,,
979,68.0,R Grounded Pass,57:56:08,57:58:08,57:59:08,,TB,i5,B5,a9,,
980,14.0,R Shot On,57:58:13,58:00:13,58:01:13,,B5,b8,s4,,,
981,69.0,R Grounded Pass,58:07:24,58:09:24,58:10:24,,G4,h2,TG,h10,,
982,5.0,L Unsucc Pass,58:10:23,58:12:23,58:13:23,,B5,h9,B4,e2,,
983,70.0,R Grounded Pass,58:14:04,58:16:04,58:17:04,,B5,g8,TB,h2,,
984,8.0,R Goal,58:17:08,58:19:08,58:20:08,,TB,g2,s11,,,
985,71.0,R Grounded Pass,58:26:24,58:28:24,58:29:24,,G4,b3,TG,g4,,
986,7.0,R Aerial Pass,58:31:13,58:33:13,58:34:13,,G5,c7,G1,e11,,
987,72.0,R Grounded Pass,58:45:19,58:47:19,58:48:19,,B3,g10,TB,a5,,
988,14.0,L Grounded Pass,58:48:00,58:50:00,58:51:00,,TB,a5,B4,e5,,
989,10.0,R Unsucc Pass,58:50:19,58:52:19,58:53:19,,B4,d6,TB,c3,,
990,11.0,R Unsucc Pass,58:55:09,58:57:09,58:58:09,,B4,e6,TB,f2,,
991,73.0,R Grounded Pass,59:05:12,59:07:12,59:08:12,,G4,b3,TG,d10,,
992,74.0,R Grounded Pass,59:24:19,59:26:19,59:27:19,,B5,e12,TB,i4,,
993,75.0,R Grounded Pass,59:40:14,59:42:14,59:43:14,,G1,g11,TG,e11,,
994,9.0,R Goal,59:41:05,59:43:05,59:44:05,,G5,e11,s15,Tap In,Big Chance,
995,76.0,R Grounded Pass,59:47:22,59:49:22,59:50:22,,B4,a4,B3,e5,,
996,77.0,R Grounded Pass,59:49:18,59:51:18,59:52:18,,B3,e5,TB,g2,,
997,10.0,R Goal,59:52:24,59:54:24,59:55:24,,TB,g2,s18,,,
998,78.0,R Grounded Pass,59:59:01,60:01:01,60:02:01,,G4,c2,TG,e1,,
999,79.0,R Grounded Pass,60:03:11,60:05:11,60:06:11,,TG,e1,G4,a3,,
1000,12.0,R Unsucc Pass,60:08:06,60:10:06,60:11:06,,G4,b3,TG,e10,,
1001,13.0,R Unsucc Pass,60:24:17,60:26:17,60:27:17,,G4,g1,TG,i6,,
1002,80.0,R Grounded Pass,60:40:01,60:42:01,60:43:01,,B3,e9,B4,f7,,
1003,81.0,R Grounded Pass,60:46:01,60:48:01,60:49:01,,TG,e9,G4,g11,,
1004,14.0,R Unsucc Pass,60:47:00,60:49:00,60:50:00,,G4,g11,TG,e10,,
1005,82.0,R Grounded Pass,60:57:03,60:59:03,61:00:03,,TB,b3,B3,b6,,
1006,83.0,R Grounded Pass,61:00:23,61:02:23,61:03:23,,B3,b9,B4,e9,,
1007,84.0,R Grounded Pass,61:02:09,61:04:09,61:05:09,,B4,e9,TB,d4,,
1008,15.0,R Unsucc Pass,61:10:09,61:12:09,61:13:09,,TG,d10,G4,f12,,
1009,16.0,R Unsucc Pass,61:49:09,61:51:09,61:52:09,,TB,g2,B3,d4,,
1010,85.0,R Grounded Pass,61:55:21,61:57:21,61:58:21,,TG,e1,G4,e5,,
1011,86.0,R Grounded Pass,61:57:00,61:59:00,62:00:00,,G4,e5,TG,i5,,
1012,8.0,R Aerial Pass,62:11:08,62:13:08,62:14:08,,G1,h5,G4,b11,,
1013,87.0,R Grounded Pass,62:22:09,62:24:09,62:25:09,,G4,a8,TG,a11,,
1014,88.0,R Grounded Pass,62:23:16,62:25:16,62:26:16,,G5,a10,G1,e11,,
1015,89.0,R Grounded Pass,62:28:24,62:30:24,62:31:24,,B3,h11,B4,h6,,
1016,90.0,R Grounded Pass,62:30:04,62:32:04,62:33:04,,B4,h6,TB,c3,,
1017,91.0,R Grounded Pass,62:31:22,62:33:22,62:34:22,,TB,c3,B4,f4,,
1018,15.0,R Shot On,62:34:21,62:36:21,62:37:21,,B4,f3,s10,HLs,,
1019,1.0,L Grounded Pass,18:49:04,18:51:04,18:52:04,,G3,b5,TG,d5,,
1020,1.0,R Grounded Pass,19:20:22,19:22:22,19:23:22,,B4,g6,TB,c9,,
1021,2.0,R Grounded Pass,20:08:06,20:10:06,20:11:06,,TB,c3,B4,f4,,
1022,3.0,R Grounded Pass,20:10:12,20:12:12,20:13:12,,B4,e4,TB,c9,Through Ball,
1023,1.0,R Goal,20:25:15,20:27:15,20:28:15,,TB,e11,s18,Big Chance,,
1024,1.0,L Goal,21:08:10,21:10:10,21:11:10,,TB,e12,s20,,,
1025,2.0,R Goal,21:18:12,21:20:12,21:21:12,,TG,f2,s12,,,
1026,4.0,R Grounded Pass,21:52:10,21:54:10,21:55:10,,TG,a9,G3,b4,,
1027,2.0,L Grounded Pass,22:07:10,22:09:10,22:10:10,,TG,g3,G3,b2,,
1028,1.0,L Shot On,22:09:22,22:11:22,22:12:22,,G3,b2,s10,,,
1029,1.0,R Aerial Pass,22:54:06,22:56:06,22:57:06,,TG,i8,G3,a8,,
1030,5.0,R Grounded Pass,22:58:02,23:00:02,23:01:02,,G3,a9,TG,a4,,
1031,3.0,L Grounded Pass,23:14:20,23:16:20,23:17:20,,G3,e11,TG,d10,,
1032,4.0,L Grounded Pass,23:50:08,23:52:08,23:53:08,,G3,b8,TG,b3,,
1033,3.0,R Goal,23:53:23,23:55:23,23:56:23,,TG,e2,s22,,,
1034,6.0,R Grounded Pass,24:14:07,24:16:07,24:17:07,,TB,b3,B4,e5,,
1035,7.0,R Grounded Pass,24:17:04,24:19:04,24:20:04,,B4,d6,TB,d11,,
1036,4.0,R Goal,24:18:20,24:20:20,24:21:20,,TB,e11,s22,,,
1037,8.0,R Grounded Pass,24:36:24,24:38:24,24:39:24,,G3,a10,TG,e11,,
1038,5.0,L Grounded Pass,24:48:17,24:50:17,24:51:17,,TG,c7,G3,a7,,
1039,9.0,R Grounded Pass,24:51:08,24:53:08,24:54:08,,G3,a7,TG,a4,,
1040,10.0,R Grounded Pass,24:53:05,24:55:05,24:56:05,,TG,a4,G3,a8,,
1041,11.0,R Grounded Pass,24:55:24,24:57:24,24:58:24,,G3,a7,TG,e8,,
1042,12.0,R Grounded Pass,24:56:21,24:58:21,24:59:21,,TG,e8,G3,a7,,
1043,6.0,L Grounded Pass,24:58:19,25:00:19,25:01:19,,G3,a7,TG,e5,,
1044,1.0,R Unsucc Pass,25:13:11,25:15:11,25:16:11,,TB,f4,B5,f10,,
1045,2.0,R Unsucc Pass,25:15:10,25:17:10,25:18:10,,TB,h2,B5,g8,,
1046,13.0,R Grounded Pass,25:22:08,25:24:08,25:25:08,,TB,i9,B4,d6,,
1047,1.0,R Shot Wide,25:25:12,25:27:12,25:28:12,,B4,e6,OT 6,,,
1048,14.0,R Grounded Pass,25:44:12,25:46:12,25:47:12,,B5,i9,B4,g7,,
1049,15.0,R Grounded Pass,25:47:20,25:49:20,25:50:20,,B4,g7,TB,a7,,
1050,16.0,R Grounded Pass,26:18:13,26:20:13,26:21:13,,TB,g3,B5,i7,,
1051,17.0,R Grounded Pass,26:29:11,26:31:11,26:32:11,,B5,b8,TB,f8,,
1052,3.0,R Unsucc Pass,26:32:14,26:34:14,26:35:14,,B5,c7,B4,e10,,
1053,4.0,R Unsucc Pass,26:34:02,26:36:02,26:37:02,,G3,b10,TG,b4,,
1054,5.0,R Unsucc Pass,26:38:12,26:40:12,26:41:12,,TB,a8,B4,e10,,
1055,18.0,R Grounded Pass,27:09:20,27:11:20,27:12:20,,TG,e12,G3,c10,,
1056,1.0,L Goal,37:34:01,37:36:01,37:37:01,,TG,d11,s16,,,
1057,1.0,R Grounded Pass,37:44:17,37:46:17,37:47:17,,TB,c11,B6,f4,Through Ball,
1058,1.0,R Goal,37:46:24,37:48:24,37:49:24,,B6,d3,s22,,,
1059,2.0,R Grounded Pass,39:22:08,39:24:08,39:25:08,,TB,b10,B6,a8,,
1060,3.0,R Grounded Pass,39:24:14,39:26:14,39:27:14,,B6,a8,TB,h9,,
1061,1.0,L Grounded Pass,39:34:22,39:36:22,39:37:22,,TB,h1,B6,e5,,
1062,4.0,R Grounded Pass,39:36:16,39:38:16,39:39:16,,B6,e5,TB,c3,,
1063,1.0,R Aerial Pass,39:38:06,39:40:06,39:41:06,,TB,c3,B6,e3,,
1064,1.0,H Shot On,39:38:12,39:40:12,39:42:04,,B6,e3,s15,HLs,,
1065,1.0,R Unsucc Pass,40:26:01,40:28:01,40:29:01,,TB,b3,B6,d3,,
1066,2.0,R Goal,40:36:02,40:38:02,40:39:02,,TG,e11,s22,,,
1067,5.0,R Grounded Pass,41:11:22,41:13:22,41:14:22,,TB,a3,B6,e2,,
1068,3.0,R Goal,41:12:02,41:14:02,41:15:02,,B6,e2,s19,Tap In,Big Chance,
1069,4.0,R Goal,41:45:16,41:47:16,41:48:16,,TG,e12,s17,,,
1070,6.0,R Grounded Pass,41:52:15,41:54:15,41:55:15,,B6,e9,TB,d8,HLs,
1071,2.0,R Unsucc Pass,42:13:03,42:15:03,42:16:03,,B6,g7,TB,c6,,
1072,5.0,R Goal,42:16:24,42:18:24,42:19:24,,TB,e1,s19,Solo Goal,Big Chance,
1073,7.0,R Grounded Pass,42:31:07,42:33:07,42:34:07,,B6,g5,TB,d5,,
1074,2.0,L Goal,42:53:14,42:55:14,42:56:14,,TG,f11,s8,,,
1075,8.0,R Grounded Pass,43:14:19,43:16:19,43:17:19,,TB,c5,B6,b3,,
1076,9.0,R Grounded Pass,43:17:17,43:19:17,43:20:17,,B6,b3,TB,c7,,
1077,3.0,R Unsucc Pass,43:31:05,43:33:05,43:34:05,,TB,f4,B6,c3,,
1078,6.0,R Goal,44:24:19,44:26:19,44:27:19,,TG,e11,s16,,,
1079,10.0,R Grounded Pass,44:40:01,44:42:01,44:43:01,,TB,c11,B6,h6,,
1080,11.0,R Grounded Pass,44:43:09,44:45:09,44:46:09,,B6,h5,TB,e4,,
1081,7.0,R Goal,44:45:18,44:47:18,44:48:18,,TB,e2,s23,Big Chance,,
1082,2.0,R Aerial Pass,45:11:17,45:13:17,45:14:17,,B6,g2,TB,d2,,
1083,1.0,H Goal,45:11:23,45:13:23,45:14:23,,TB,d2,s5,HLs,Big Chance,
1084,12.0,R Grounded Pass,45:27:05,45:29:05,45:30:05,,TB,d5,B6,b1,,
1085,13.0,R Grounded Pass,45:30:21,45:32:21,45:33:21,,B6,c1,TB,e2,,
1086,1.0,R Shot On,45:31:02,45:33:02,45:34:02,,TB,e2,s10,Bloopers,Big Chance,
1087,1.0,R Shot Wide,45:32:08,45:34:08,45:35:08,,B6,d2,OT 5,,,
1088,3.0,L Goal,45:49:03,45:51:03,45:52:03,,TG,d11,s15,,,
1089,14.0,R Grounded Pass,45:59:04,46:01:04,46:02:04,,TB,f2,B6,d1,,
1090,8.0,R Goal,45:59:10,46:01:10,46:02:10,,B6,d1,s22,Big Chance,,
1091,15.0,R Grounded Pass,46:35:01,46:37:01,46:38:01,,TB,b8,B6,a7,,
1092,2.0,L Grounded Pass,46:37:07,46:39:07,46:40:07,,B6,a8,TB,e3,Through Ball,
1093,2.0,R Shot On,46:40:23,46:42:23,46:43:23,,TB,e1,s17,Big Chance,,
1094,16.0,R Grounded Pass,47:08:06,47:10:06,47:11:06,,B6,e8,TB,a4,,
1095,1.0,L Aerial Pass,47:15:00,47:17:00,47:18:00,,TB,c10,B6,h2,,
1096,1.0,R Shot Post,47:18:24,47:20:24,47:21:24,,B6,h2,s13,HLs,,
1097,17.0,R Grounded Pass,47:57:17,47:59:17,48:00:17,,TB,e3,B6,d2,,
1098,9.0,R Goal,47:58:20,48:00:20,48:01:20,,B6,d2,s22,Big Chance,,
1099,18.0,R Grounded Pass,48:08:13,48:10:13,48:11:13,,TB,e6,B6,c2,,
1100,19.0,R Grounded Pass,48:11:04,48:13:04,48:14:04,,B6,c2,TB,e5,,
1101,20.0,R Grounded Pass,48:38:18,48:40:18,48:41:18,,TB,e2,B6,d1,,
1102,10.0,R Goal,48:41:04,48:43:04,48:45:00,,B6,d1,s10,Big Chance,Tap In,
1103,11.0,R Goal,49:12:19,49:14:19,49:15:19,,TG,f12,s16,,,
1104,21.0,R Grounded Pass,49:18:23,49:20:23,49:21:23,,B6,d7,TB,b10,,
1105,22.0,R Grounded Pass,49:20:17,49:22:17,49:23:17,,TB,b10,B6,b7,,
1106,23.0,R Grounded Pass,49:23:00,49:25:00,49:26:00,,B6,b7,TB,e11,,
1107,24.0,R Grounded Pass,49:39:16,49:41:16,49:42:16,,TB,a11,B6,a7,,
1108,4.0,R Unsucc Pass,49:44:20,49:46:20,49:47:20,,B6,c2,TB,c7,,
1109,5.0,R Unsucc Pass,50:07:18,50:09:18,50:10:18,,TB,d5,B6,e1,,
1110,25.0,R Grounded Pass,50:47:14,50:49:14,50:50:14,,TB,b10,B6,f8,,
1111,26.0,R Grounded Pass,50:50:20,50:52:20,50:53:20,,B6,f8,TB,h5,,
1112,27.0,R Grounded Pass,51:35:07,51:37:07,51:38:07,,B6,d3,TB,b2,,
1113,12.0,R Goal,51:47:03,51:49:03,51:50:03,,TG,e12,s21,,,
1114,4.0,L Goal,53:37:17,53:39:17,53:40:17,,TG,f10,s22,,,
1115,28.0,R Grounded Pass,54:19:13,54:21:13,54:22:13,,TB,f3,B6,g2,,
1116,3.0,R Shot On,54:22:09,54:24:09,54:25:09,,B6,g2,s10,,,
1117,29.0,R Grounded Pass,54:26:04,54:28:04,54:29:04,,TB,f3,B6,h2,,
1118,30.0,R Grounded Pass,54:27:07,54:29:07,54:30:07,,B6,h2,TB,d6,,
1119,3.0,L Grounded Pass,54:45:17,54:47:17,54:48:17,,TB,c7,B6,d9,,
1120,31.0,R Grounded Pass,54:48:11,54:50:11,54:51:11,,B6,d9,TB,a8,,
1121,4.0,L Grounded Pass,55:06:03,55:08:03,55:09:03,,TB,f3,B6,e3,,
1122,13.0,R Goal,55:06:24,55:08:24,55:09:24,,B6,e3,s17,,,
1123,14.0,R Goal,55:38:00,55:40:00,55:41:00,,TG,f11,s8,Bloopers,,
1124,2.0,L Aerial Pass,55:51:19,55:53:19,55:54:19,,TB,c11,B6,e7,,
1125,15.0,R Goal,56:20:24,56:22:24,56:23:24,,TG,f11,s17,,,
1126,6.0,R Unsucc Pass,57:03:04,57:05:04,57:06:04,,TB,f7,B6,c4,,
1127,7.0,R Unsucc Pass,57:06:12,57:08:12,57:09:12,,TB,d7,B6,c4,,
1128,1.0,L Shot Wide,57:21:17,57:23:17,57:24:17,,TB,e5,OT 4,Bloopers,,
1129,8.0,R Unsucc Pass,57:39:01,57:41:01,57:42:01,,TB,a3,B6,d4,,
1130,1.0,L Unsucc Pass,58:35:21,58:37:21,58:51:17,,TB,c4,B6,b1,,
1131,32.0,R Grounded Pass,58:48:22,58:50:22,58:51:22,,TB,g8,B6,i6,,
1132,5.0,L Grounded Pass,58:49:10,58:51:10,58:52:10,,B6,i5,TB,h5,,
1133,6.0,L Grounded Pass,58:51:00,58:53:00,58:54:00,,TB,g5,B6,h3,,
1134,33.0,R Grounded Pass,58:54:02,58:56:02,58:57:02,,B6,h2,TB,c2,,
1135,9.0,R Unsucc Pass,59:43:02,59:45:02,59:46:02,,B6,f8,TB,e6,,
1136,34.0,R Grounded Pass,59:48:19,59:50:19,59:51:19,,TB,d12,B6,f7,,
1137,35.0,R Grounded Pass,59:50:21,59:52:21,59:53:21,,B6,f6,TB,d3,Through Ball,
1138,4.0,R Shot On,59:54:04,59:56:04,59:57:04,,TB,e2,s16,,,
1139,10.0,R Unsucc Pass,60:17:08,60:19:08,60:20:08,,TB,d9,B6,f6,,
1140,36.0,R Grounded Pass,60:29:06,60:31:06,60:32:06,,TB,g5,B6,c3,,
1141,11.0,R Unsucc Pass,60:31:19,60:33:19,60:34:19,,B6,c2,TB,f1,,
1142,1.0,Own Goal,60:32:14,60:34:14,60:35:14,,TG,e1,s14,Bloopers,,
1143,16.0,R Goal,60:56:05,60:58:05,60:59:05,,TB,c1,s13,,,
1144,7.0,L Grounded Pass,61:09:04,61:11:04,61:12:04,,TB,i7,B6,g3,,
1145,37.0,R Grounded Pass,61:10:02,61:12:02,61:13:02,,B6,g3,TB,f5,,
1146,38.0,R Grounded Pass,61:13:12,61:15:12,61:16:12,,TB,c3,B6,f2,,
1147,5.0,R Shot On,61:14:00,61:16:00,61:17:00,,B6,f2,s10,,,
1148,17.0,R Goal,61:30:16,61:32:16,61:33:16,,TG,e2,s14,Long Range,,
1149,18.0,R Goal,62:01:17,62:03:17,62:04:17,,TG,e12,s16,Big Chance,,
1150,39.0,R Grounded Pass,62:07:03,62:09:03,62:10:03,,TB,h10,B6,e10,,
1151,40.0,R Grounded Pass,62:07:24,62:09:24,62:10:24,,B6,e10,TB,g6,,
1152,41.0,R Grounded Pass,62:12:16,62:14:16,62:15:16,,TB,g6,B6,d9,,
1153,42.0,R Grounded Pass,62:14:20,62:16:20,62:17:20,,B6,d9,TB,a7,,
1154,43.0,R Grounded Pass,62:40:07,62:42:07,62:43:07,,TB,b8,B6,c10,,
1155,12.0,R Unsucc Pass,62:47:08,62:49:08,62:50:08,,B6,g9,TB,c5,,
1156,44.0,R Grounded Pass,63:10:20,63:12:20,63:13:20,,B6,h10,TB,c8,,
1157,19.0,R Goal,63:21:00,63:23:00,63:24:00,,TG,f11,s10,Big Chance,,
1158,45.0,R Grounded Pass,63:33:11,63:35:11,63:36:11,,B6,h10,TB,e10,,
1159,46.0,R Grounded Pass,63:39:23,63:41:23,63:42:23,,B6,g11,TB,e12,,
1160,47.0,R Grounded Pass,64:57:17,64:59:17,65:00:17,,TB,e9,B6,g11,,
1161,6.0,R Shot On,65:00:23,65:02:23,65:03:23,,B6,f5,s10,,,
1162,13.0,R Unsucc Pass,65:09:10,65:11:10,65:12:10,,TB,c9,B6,b1,,
